MOLREGNO,SMILES,MOST_ACIDIC,MOST_BASIC,TRADE_NAME,CHARGE_STATE,Name,CX_Acidic_1,CX_Acidic_2,CX_Basic_1,CX_Basic_2,Delta Acidic,Delta Basic,N_Count,O_Count,Organic
674969,O.N[C@@H](C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)Cl)c3ccccc3,1.95,6.84,CECLOR,Charged,674969,3.33,,7.44,,-1.38,-0.6,3.0,5.0,True
674970,[Na+].CON=C(/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(=O)[O-])c3csc(N)n3,2.99,1.7,CEFIZOX,Charged,674970,3.13,,,,-0.14,,5.0,5.0,True
674971,CC(C)N(CCC(C(=O)N)(c1ccccc1)c2ccccn2)C(C)C.OP(=O)(O)O,,10.1,DISOPYRAMIDE PHOSPHATE,Charged,674971,,,10.42,,,-0.32,3.0,5.0,True
674973,Cl.Nc1ccc(N=Nc2ccccc2)c(N)n1,,4.16,AZO GANTANOL,Neutral,674973,,,,,,,5.0,0.0,True
674974,Cl.CN(C)CCOC(c1ccccc1)c2ccccc2C,,8.72,DISIPAL,Charged,674974,,,8.87,,,-0.15,1.0,1.0,True
674975,[Br-].C[N+]1(C)[C@H]2C[C@@H](C[C@H]1[C@H]3O[C@@H]23)OC(=O)[C@H](CO)c4ccccc4,,,METHSCOPOLAMINE BROMIDE,Neutral,674975,,,,,,,1.0,4.0,True
674977,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.OS(=O)(=O)O,9.99,9.62,ACCUNEB,Charged,674977,,,9.4,,,0.22,1.0,7.0,True
674978,[Br-].C[N+]1(C)CCC(C1)OC(=O)C(O)(C2CCCC2)c3ccccc3,12.1,,CUVPOSA,Neutral,674978,,,,,,,1.0,3.0,True
674979,C[C@H](N)[C@H](O)c1cccc(O)c1.O[C@H]([C@@H](O)C(=O)O)C(=O)O,9.75,8.47,ARAMINE,Charged,674979,,,9.68,,,-1.21,1.0,8.0,True
674981,O.[Mg+2].CC(=O)[O-].CC(=O)[O-],,,PLASMA-LYTE 56 AND DEXTROSE 5% IN PLASTIC CONTAINER,Neutral,674981,4.54,,,,,,0.0,5.0,True
674983,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.OC(=O)c4ccccc4,,9.49,MAXALT,Charged,674983,,,9.56,,,-0.07,5.0,2.0,True
674984,[Na+].CN(C)C=Nc1c(I)cc(I)c(CCC(=O)[O-])c1I,4.34,5.38,BILIVIST,Charged,674984,1.99,,,,2.35,,2.0,2.0,True
674986,Cl.OC(CCN1CCCCC1)(C2CC3CC2C=C3)c4ccccc4,,9.26,AKINETON,Charged,674986,,,9.3,,,-0.04,1.0,1.0,True
674987,[Na+].CCC(=O)O[C@@H](O[P@@](=O)(CCCCc1ccccc1)CC(=O)N2C[C@@H](C[C@H]2C(=O)[O-])C3CCCCC3)C(C)C,3.38,,FOSINOPRIL SODIUM,Charged,674987,3.87,,,,-0.49,,1.0,7.0,True
674988,O.Cl.NCCCC(N)(C(F)F)C(=O)O,1.22,10.45,ORNIDYL,Charged,674988,2.19,,10.2,7.31,-0.97,0.25,2.0,3.0,True
674989,CCCCCCc1ccc(O)cc1O.Nc2c3ccccc3nc4ccccc24,,,AKRINOL,Neutral,674989,,,9.29,,,,2.0,2.0,True
674990,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc3ccccc3)NS2(=O)=O,5.9,,AQUATAG,Charged,674990,6.45,,,,-0.55,,3.0,4.0,True
674991,CC(=O)c1ccc2Sc3ccccc3N(CCCN4CCN(CCO)CC4)c2c1.OC(=O)C=C/C(=O)O,,7.39,TINDAL,Neutral,674991,,,8.07,,,-0.68,3.0,6.0,True
674992,[Na+].CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c4ccccc4)C(=O)N2[C@H]1C(=O)[O-],2.44,,AZLIN,Charged,674992,3.49,,,,-1.05,,5.0,6.0,True
674993,[Na+].[Na+].CC(O)(P(=O)(O)[O-])P(=O)(O)[O-],1.97,,DIDRONEL,Charged,674993,0.7,1.46,,,1.27,,0.0,7.0,True
674994,[Na+].CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSc3ccncc3)C2=O)C(=O)[O-],2.67,4.49,CEFADYL,Charged,674994,3.54,,,,-0.87,,3.0,6.0,True
674995,Cl.Cc1ccccc1N2CCN(CCc3nnc4CCCCn34)CC2,,6.47,DAPIPRAZOLE HYDROCHLORIDE,Neutral,674995,,,7.67,,,-1.2,5.0,0.0,True
674996,O.[Na+].CC(=O)Nc1c(I)cc(I)c(C(=O)[O-])c1I,1.13,,SALPIX,Charged,674996,2.33,,,,-1.2,,1.0,4.0,True
674997,NCc1ccccc1CC(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)CSc4nnnn4CC(=O)O,2.52,8.98,PRECEF,Charged,674997,2.55,3.26,9.14,,-0.03,-0.16,7.0,6.0,True
674998,Cl.CCOC(=O)C1(CCN(CCc2ccc(N)cc2)CC1)c3ccccc3,,8.41,LERITINE,Charged,674998,,,8.88,,,-0.47,2.0,2.0,True
674999,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C,,,DROLBAN,Neutral,674999,,,,,,,0.0,3.0,True
675000,O[N+](=O)[O-].Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1,,6.68,ECONAZOLE NITRATE,Neutral,675000,,,,,,,3.0,4.0,True
675001,[K+].CC1=CC=CN2C(=O)C(=CN=C12)c3nnn[n-]3,,4.01,ALAMAST,Neutral,675001,2.6,,,,,,6.0,1.0,True
675002,Cl.CNC(=N/CCSCc1nc[nH]c1C)NC#N,,7.07,CIMETIDINE HYDROCHLORIDE,Neutral,675002,,,,,,,6.0,0.0,True
675003,CN1CCCCC1CCN2c3ccccc3Sc4ccc(cc24)[S+](C)[O-].OS(=O)(=O)c5ccccc5,-6.53,9.82,SERENTIL,Charged,675003,,,8.19,,,1.63,2.0,4.0,True
675005,C[75Se]CC[C@H](N)C(=O)O,,,SELENOMETHIONINE SE 75,Neutral,675005,1.56,,9.5,,,,1.0,2.0,True
675007,CCN1C=CC(=NC1=O)NS(=O)(=O)c2ccc(N)cc2,2.78,3.36,RENOQUID,Charged,675007,,,,,,,4.0,3.0,True
675008,[Na+].CC1(C)C[C@@H]1C(=O)NC(=C/CCCCSC[C@H](N)C(=O)O)C(=O)[O-],2.09,8.83,IMIPENEM AND CILASTATIN,Charged,675008,2.53,4.38,9.14,,-0.44,-0.31,2.0,5.0,True
675009,[K+].CC(=O)[O-],,,AMINOSYN 3.5% M,Neutral,675009,4.54,,,,,,0.0,2.0,True
675010,Cl.CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,,11.15,ATOVAQUONE AND PROGUANIL HYDROCHLORIDE,Charged,675010,,,10.4,8.18,,0.75,5.0,0.0,True
675011,Cl.CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(Cl)cc24,,7.32,LOXITANE C,Neutral,675011,,,7.58,,,-0.26,3.0,1.0,True
675012,Cl.CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,9.99,9.62,LEVALBUTEROL HYDROCHLORIDE,Charged,675012,,,9.4,,,0.22,1.0,3.0,True
675014,Cl.CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,13.82,9.31,PROPAFENONE HYDROCHLORIDE,Charged,675014,,,9.63,,,-0.32,1.0,3.0,True
675015,C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(=O)C)(C(=O)C)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]4(C)C=CC(=O)C=C14,13.01,,FLAREX,Neutral,675015,,,,,,,0.0,5.0,True
675016,[Na+].CCCC(C)C1(CC=C)C(=O)NC(=NC1=O)[S-],7.01,,SURITAL,Neutral,675016,6.66,,,,0.35,,2.0,2.0,True
675017,Cl.COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2,,9.27,EFFEXOR,Charged,675017,,,8.91,,,0.36,1.0,2.0,True
675018,CC(O)C(=O)O.OC(CCN1CCCCC1)(C2CC3CC2C=C3)c4ccccc4,,9.26,AKINETON,Charged,675018,,,9.3,,,-0.04,1.0,4.0,True
675019,Cl.CCC(=O)c1ccc2Sc3ccccc3N(CC(C)N(C)C)c2c1,,8.92,LARGON,Charged,675019,,,8.32,,,0.6,2.0,1.0,True
675020,CN1[C@H]2CC(C[C@H]1[C@@H]3O[C@@H]23)OC(=O)[C@H](CO)c4ccccc4,,8.01,TRANSDERM SCOP,Charged,675020,,,,,,,1.0,4.0,True
675022,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O.OP(=O)(O)O,4.5,11.02,TETREX,Charged,675022,2.92,,8.19,,1.58,2.83,2.0,12.0,True
675024,OC(=O)[C@H](S)[C@H](S)C(=O)O,2.74,,CHEMET,Charged,675024,3.37,5.45,,,-0.63,,0.0,4.0,True
675025,CCSc1ccc2Sc3ccccc3N(CCCN4CCN(C)CC4)c2c1.OC(CC(=O)O)C(=O)O,,7.66,TORECAN,Neutral,675025,,,8.4,,,-0.74,3.0,5.0,True
675026,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,11.47,,OXILAN-300,Neutral,675026,,,,,,,3.0,8.0,True
675027,O.[Na+].[Na+].[Na+].[Na+].Cc1cc(OP(=O)([O-])[O-])c2ccccc2c1OP(=O)([O-])[O-],1.23,,KAPPADIONE,Charged,675027,1.47,2.08,,,-0.24,,0.0,9.0,True
675030,CN(C)C(=O)Cc1c(nc2ccc(C)cn12)c3ccc(C)cc3.O[C@H]([C@@H](O)C(=O)O)C(=O)O,,6.77,AMBIEN,Neutral,675030,,,,,,,3.0,7.0,True
675031,Cl.COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,6.9,PRIMSOL,Neutral,675031,,,7.16,,,-0.26,4.0,3.0,True
675032,[Na+].C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)[O-])[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,4.29,,A-METHAPRED,Charged,675032,3.66,,,,0.63,,0.0,8.0,True
675033,Cl.CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,,10.05,FLUOXETINE,Charged,675033,,,9.8,,,0.25,1.0,1.0,True
675034,[Na+].[123I-],,,SODIUM IODIDE I 123,Neutral,675034,3.09,3.55,,,,,0.0,0.0,False
675035,[Na+].[131I-],,,HICON,Neutral,675035,3.09,3.55,,,,,0.0,0.0,False
675037,Cl.CON=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)CSc3nnnn3C)c4csc(N)n4,2.61,1.7,CEFMAX,Charged,675037,3.04,,,,-0.43,,9.0,5.0,True
675038,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(CC=C)C1,13.05,9.41,CABERGOLINE,Charged,675038,,,9.32,8.02,,0.09,5.0,2.0,True
675040,CN(C)CCOC(c1ccccc1)c2ccccc2.OC(=O)CC(O)(CC(=O)O)C(=O)O,,8.76,ADVIL PM,Charged,675040,,,8.87,,,-0.11,1.0,8.0,True
675042,O.Cl.COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4CCCO4,,6.52,HYTRIN,Neutral,675042,,,7.24,,,-0.72,5.0,5.0,True
675044,Cl.COC(=O)CCC(=O)CN,,7.15,METVIXIA,Neutral,675044,,,7.83,,,-0.68,1.0,3.0,True
675047,[81Kr],,,MPI KRYPTON 81M GENERATOR,Neutral,675047,,,,,,,0.0,0.0,False
675048,Cl.CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O,12.91,8.78,LINCOCIN,Charged,675048,,,7.97,,,0.81,2.0,6.0,True
675049,[Na+].[Na+].CO[C@]1(NC(=O)C2SC(=C(C(=O)N)C(=O)[O-])S2)[C@H]3SCC(=C(N3C1=O)C(=O)[O-])CSc4nnnn4C,1.69,0.67,CEFOTAN,Charged,675049,3.23,4.06,,,-1.54,,7.0,8.0,True
675050,O.COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C.OP(=O)(O)O,13.4,8.24,ACETAMINOPHEN AND CODEINE PHOSPHATE,Charged,675050,,,9.19,,,-0.95,1.0,8.0,True
675052,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2OC(=O)CCC5CCCC5,,,DEPO-TESTADIOL,Neutral,675052,,,,,,,0.0,3.0,True
675053,Cl.CN(C)CCCN1c2ccccc2Sc3ccc(cc13)C(F)(F)F,,9.4,VESPRIN,Charged,675053,,,9.2,,,0.2,2.0,0.0,True
675054,Cl.COc1ccc(OC)c(c1)C(O)C(C)N,11.87,8.29,VASOXYL,Charged,675054,,,9.28,,,-0.99,1.0,3.0,True
675055,OC(=O)CNC(=O)c1ccccc1.C2N3CN4CN(CN2C4)C3,,5.28,HIPREX,Neutral,675055,3.59,,,,,,5.0,3.0,True
675059,Cl.Cc1nc2c(CCN(C(=O)c3ccc(NC(=O)c4ccccc4c5ccccc5)cc3)c6ccccc26)[nH]1,12.8,7.32,VAPRISOL,Neutral,675059,,,,,,,4.0,2.0,True
675060,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,12.87,,DESONATE,Neutral,675060,,,,,,,0.0,6.0,True
675061,Cl.CC(C)[C@H](N)C(=O)OCCOCn1cnc2C(=O)N=C(N)Nc12,,7.75,VALACYCLOVIR HYDROCHLORIDE,Neutral,675061,,,7.36,,,0.39,6.0,4.0,True
675062,Cl.Cc1nccn1CC2CCc3c(C2=O)c4ccccc4n3C,,7.5,ONDANSETRON HYDROCHLORIDE,Neutral,675062,,,7.34,,,0.16,3.0,1.0,True
675063,COc1nc(N)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O,13.07,2.97,ARRANON,Neutral,675063,,,,,,,5.0,5.0,True
675064,Cl.OC(=O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,3.46,6.71,CETIRIZINE HYDROCHLORIDE,Charged,675064,3.6,,7.79,,-0.14,-1.08,2.0,3.0,True
675066,Cl.COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,13.88,9.43,BREVIBLOC,Charged,675066,,,9.67,,,-0.24,1.0,4.0,True
675067,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@H](NC3(C)C)c4ccccc4)C(=O)N2[C@H]1C(=O)O,2.45,5.09,VERSAPEN,Charged,675067,3.63,,,,-1.18,,3.0,4.0,True
675068,COc1ccccc1OCC(O)COC(=O)N,13.08,,DELAXIN,Neutral,675068,,,,,,,1.0,5.0,True
675069,[Na+].CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(=C(N2C1=O)C(=O)[O-])CSc3nnnn3C,2.65,0.67,ZEFAZONE,Charged,675069,3.38,,,,-0.73,,7.0,5.0,True
675070,[Na+].N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-],2.13,8.27,CYTOMEL,Charged,675070,0.3,,9.48,,1.83,-1.21,1.0,4.0,True
675071,Cl.CCC(=O)N(c1ccccc1)C2(CCN(CCC(=O)OC)CC2)C(=O)OC,,6.65,ULTIVA,Neutral,675071,,,7.51,,,-0.86,2.0,5.0,True
675072,[K+].CC1(C)S[C@@H]2[C@H](N3C(=O)[C@H](NC3(C)C)c4ccccc4)C(=O)N2[C@H]1C(=O)[O-],2.45,5.09,VERSAPEN-K,Charged,675072,3.63,,,,-1.18,,3.0,4.0,True
675075,NC(CO)(CO)CO.OC(=O)C1CCn2c1ccc2C(=O)c3ccccc3,4.29,,ACULAR,Charged,675075,3.84,,,,0.45,,2.0,6.0,True
675076,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC(=O)c1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I,0.78,,CONRAY,Charged,675076,2.13,,,,-1.35,,3.0,9.0,True
675078,CCO.CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@H]3OCC[C@@H]23)S(=O)(=O)c4ccc(N)cc4,11.43,1.76,PREZISTA,Neutral,675078,,,,,,,3.0,8.0,True
675079,O=[Zn],,,VUSION,Neutral,675079,,,,,,,0.0,1.0,False
675080,NC1=NC(=O)N(C=N1)[C@H]2C[C@H](O)[C@@H](CO)O2,,3.49,DACOGEN,Neutral,675080,,,,,,,4.0,4.0,True
675081,[Cl-].C[N+](C)(C)CC(=O)O,1.8,,CYSTADANE,Charged,675081,2.26,,,,-0.46,,1.0,2.0,True
675082,CCCCOCCOCCOCc1cc2OCOc2cc1CCC,,,RID MOUSSE,Neutral,675082,,,,,,,0.0,5.0,True
675083,Cl.O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC6CCC6)c45,9.39,7.35,NALBUPHINE,Neutral,675083,,,9.62,,,-2.27,1.0,4.0,True
675085,CCCCC(F)(F)[C@@]1(O)CC[C@@H]2[C@@H](CCCCCCC(=O)O)C(=O)C[C@H]2O1,4.77,,AMITIZA,Charged,675085,4.3,,,,0.47,,0.0,5.0,True
675086,O[C@H]([C@@H](O)C(=O)O)C(=O)O.C1NCC2CC1c3cc4nccnc4cc23,,9.6,CHANTIX,Charged,675086,,,9.73,,,-0.13,3.0,6.0,True
675089,[Ca+2].Nc1nc(O)c2N(C=O)C(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])CNc2n1,3.51,5.66,LEUCOVORIN CALCIUM,Charged,675089,3.14,4.33,,,0.37,,7.0,7.0,True
675090,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)C,,,MEGACE,Neutral,675090,,,,,,,0.0,4.0,True
675092,CC(C)Cc1ccc(cc1)C(C)C(=O)O.NCCCC[C@H](N)C(=O)O,4.41,,NEOPROFEN,Charged,675092,4.85,,,,-0.44,,2.0,4.0,True
675093,CS(=O)(=O)O.C#CCN[C@@H]1CCc2ccccc12,,6.95,AZILECT,Neutral,675093,,,8.69,,,-1.74,1.0,3.0,True
675097,CC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C,,,ACTIVELLA,Neutral,675097,,,,,,,0.0,3.0,True
675098,CCCCC(CC)COC(=O)C(=C(c1ccccc1)c2ccccc2)C#N,,,ANTHELIOS 20,Neutral,675098,,,,,,,1.0,2.0,True
675099,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,12.38,,BETAPAR,Neutral,675099,,,,,,,0.0,5.0,True
675100,Cl.Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36O,9.17,7.5,EMBEDA,Neutral,675100,,,8.88,,,-1.38,1.0,4.0,True
675101,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1.OC(=O)CCC(=O)O,11.31,9.49,ALSUMA,Charged,675101,,,9.54,,,-0.05,3.0,6.0,True
675102,COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1,13.1,,ENOVID,Neutral,675102,,,,,,,0.0,2.0,True
675103,Cl.Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=C)CC[C@@]36O,9.38,7.68,REVEX,Neutral,675103,,,9.57,,,-1.89,1.0,3.0,True
675104,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1.CS(=O)(=O)O,9.59,9.44,BRONKOMETER,Charged,675104,,,9.01,,,0.43,1.0,6.0,True
675105,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1.OS(=O)(=O)CCS(=O)(=O)O,,7.66,COMPAZINE,Neutral,675105,,,8.39,,,-0.73,3.0,6.0,True
675106,CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(Cl)cc24.OC(=O)CCC(=O)O,,7.32,LOXAPINE SUCCINATE,Neutral,675106,,,7.58,,,-0.26,3.0,5.0,True
675107,Cl.CNCCC=C1c2ccccc2CCc3ccccc13,,10.0,AVENTYL HYDROCHLORIDE,Charged,675107,,,10.47,,,-0.47,1.0,0.0,True
675110,Cl.CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c3ccccc3,,8.92,IONSYS,Charged,675110,,,8.77,,,0.15,2.0,1.0,True
675111,Cl.C[C@H](NCCc1ccc(O)cc1)[C@H](O)c2ccc(O)cc2,9.97,9.31,RITODRINE HYDROCHLORIDE,Charged,675111,,,9.81,,,-0.5,1.0,3.0,True
675112,CC(=O)O.NCc1ccc(cc1)S(=O)(=O)N,10.16,8.52,MAFENIDE ACETATE,Charged,675112,,,9.24,,,-0.72,2.0,4.0,True
675113,Cl.CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(=O)(=O)N,9.48,6.92,COSOPT,Neutral,675113,,,7.14,,,-0.22,2.0,4.0,True
675114,CCC(=O)N(c1ccccc1)C2(COC)CCN(CCc3cccs3)CC2.OC(=O)CC(O)(CC(=O)O)C(=O)O,,7.89,SUFENTA PRESERVATIVE FREE,Neutral,675114,,,8.86,,,-0.97,2.0,9.0,True
675116,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC5CCCC5)ccc34)[C@@H]1CC[C@@]2(O)C#C,13.1,,ESTROVIS,Neutral,675116,,,,,,,0.0,2.0,True
675118,COc1ccccc1OCCNCC(O)COc2cccc3[nH]c4ccccc4c23.OP(=O)(O)O,13.9,8.24,COREG CR,Charged,675118,,,8.74,,,-0.5,2.0,8.0,True
675119,Cc1onc(c1)C(=O)NNCc2ccccc2,10.84,3.32,MARPLAN,Neutral,675119,,,,,,,3.0,2.0,True
675120,Clc1ccc2N3C=NNC3=CN=C(c4ccccc4)c2c1,,10.37,ESTAZOLAM,Charged,675120,,,8.53,,,1.84,4.0,0.0,True
675122,Cl.CCCCOc1ccc(OCCCN2CCOCC2)cc1,,7.18,EPIFOAM,Neutral,675122,,,7.06,,,0.12,1.0,3.0,True
675123,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CC(=O)NCc1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I,1.08,,RENOVUE-65,Charged,675123,2.28,,,,-1.2,,3.0,9.0,True
675124,C[C@H]1C[C@H]2[C@@H]3CC[C@H](C(=O)C)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)CCC(=O)C=C14,,,HMS,Neutral,675124,,,,,,,0.0,3.0,True
675125,O.N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc3cc(F)c(F)cc3F.OP(=O)(O)O,,7.2,JANUMET,Neutral,675125,,,8.78,,,-1.58,5.0,6.0,True
675126,NC(CO)(CO)CO.OC(=O)C(=O)Nc1cc(cc(NC(=O)C(=O)O)c1Cl)C#N,2.07,,ALOMIDE,Charged,675126,-6.72,1.4,,,8.79,,4.0,9.0,True
675128,Cl.CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12,13.84,9.52,AKBETA,Charged,675128,,,9.66,,,-0.14,1.0,3.0,True
675129,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN.CS(=O)(=O)O.CS(=O)(=O)O,,10.48,VYVANSE,Charged,675129,,,10.21,8.43,,0.27,3.0,7.0,True
675130,O.Cc1ccc(cc1)S(=O)(=O)O.Cc2ccc(cc2)S(=O)(=O)O.CS(=O)(=O)CCNCc3oc(cc3)c4ccc5ncnc(Nc6ccc(OCc7cccc(F)c7)c(Cl)c6)c5c4,,6.34,TYKERB,Neutral,675130,,,7.2,,,-0.86,4.0,11.0,True
675131,OCCN1CCCC1.OC(=O)Cc2ccccc2Nc3c(Cl)cccc3Cl,4.18,,FLECTOR,Charged,675131,4.0,,,,0.18,,2.0,3.0,True
675133,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)C=C(/C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C(/C)[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OC(=O)C(C)(CO)CO,,,TORISEL,Neutral,675133,,,,,,,1.0,16.0,True
675138,CC(C)c1nnc(C)n1[C@@H]2C[C@H]3CC[C@@H](C2)N3CC[C@H](NC(=O)C4CCC(F)(F)CC4)c5ccccc5,,10.24,SELZENTRY,Charged,675138,,,9.38,,,0.86,5.0,1.0,True
675140,[13NH3],,9.24,AMMONIA N 13,Charged,675140,,,8.86,,,0.38,1.0,0.0,False
675141,Cl.Cl.OC(=O)COCCN1CCN(CC1)[C@H](c2ccccc2)c3ccc(Cl)cc3,3.46,6.71,LEVOCETIRIZINE DIHYDROCHLORIDE,Charged,675141,3.6,,7.79,,-0.14,-1.08,2.0,3.0,True
675143,NC(=O)C[S+]([O-])C(c1ccccc1)c2ccccc2,-7.19,,ARMODAFINIL,Charged,675143,,,,,,,1.0,2.0,True
675261,CCC(=O)O[C@@H](O[P@@](=O)(CCCCc1ccccc1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3)C(C)C,3.38,,FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE,Charged,675261,3.87,,,,-0.49,,1.0,7.0,True
675679,CN(C)CC(c1ccc(O)cc1)C2(O)CCCCC2.OC(=O)CCC(=O)O,10.04,9.33,PRISTIQ,Charged,675679,,,8.87,,,0.46,1.0,6.0,True
675680,Cl.CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c2c(CCCC)oc3ccc(NS(=O)(=O)C)cc23,7.4,9.44,MULTAQ,Charged,675680,,,9.79,,,-0.35,2.0,5.0,True
675681,NC(=N)NCc1cccc([123I])c1.OS(=O)(=O)O,,12.13,ADREVIEW,Charged,675681,,,11.75,,,0.38,3.0,4.0,True
675682,Cl.OC(CNCC(O)C1CCc2cc(F)ccc2O1)C3CCc4cc(F)ccc4O3,,8.65,BYSTOLIC,Charged,675682,,,8.9,,,-0.25,1.0,4.0,True
675683,CCCCCCCCCCCCCCCC(=O)O.CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCC(O)C5=N1,13.0,8.07,INVEGA SUSTENNA,Charged,675683,,,8.76,,,-0.69,4.0,5.0,True
675684,Cl.CN(c1ccc2c(C)n(C)nc2c1)c3ccnc(Nc4ccc(C)c(c4)S(=O)(=O)N)n3,10.2,6.13,VOTRIENT,Neutral,675684,,,,,,,7.0,2.0,True
675685,Cl.Cn1c(CCCC(=O)O)nc2cc(ccc12)N(CCCl)CCCl,4.5,7.24,TREANDA,Charged,675685,4.38,,,,0.12,,3.0,2.0,True
675686,Br.CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,,7.16,APLENZIN,Neutral,675686,,,8.22,,,-1.06,1.0,1.0,True
